ANO,MERCADO,MES,CLIENTE,MN,ARTIGO,REPRESENTANTE,GERENCIA,MTS,RS
2026,I,MAI,GVR HOME IND E COM DE ENXOVAIS LTDA,TF,RIVIERA,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,144.0,4954.0
2026,I,MAI,GVR HOME IND. E COM. DE ENX. LTDA.,TF,ANA RUGA,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,12.0,332.0
2026,I,MAI,GVR HOME IND. E COM. DE ENX. LTDA.,TF,BIARRITZ,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,4.0,103.0
2026,I,MAI,GVR HOME IND. E COM. DE ENX. LTDA.,TF,RIVIERA,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,6.0,206.0
2026,I,MAI,HAVAN S.A.,TER,BOLT,VANESSA BRUNO KEY ACCOUNT,FABIANA FERNANDES,10352.0,133537.0
2026,I,MAI,HAVAN S.A.,TF,VICHY,VANESSA BRUNO KEY ACCOUNT,FABIANA FERNANDES,1712.0,27708.0
2026,I,MAI,HAVAN S.A.,TP,BOLT,VANESSA BRUNO KEY ACCOUNT,FABIANA FERNANDES,21454.0,250723.0
2026,I,MAI,HAVAN S.A.,TP,SILKY,VANESSA BRUNO KEY ACCOUNT,FABIANA FERNANDES,12.0,152.0
2026,I,MAI,HELDER CASTILHO,TF,CAPRI,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,208.0,3727.0
2026,I,MAI,HELDER CASTILHO,TF,CAPRI STRETCH,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,314.0,6245.0
2026,I,MAI,HELIO FUSCO JUNIOR EIRELI,TF,VICHY JOB,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,104.0,2233.0
2026,I,MAI,HELIO FUSCO JUNIOR EIRELI,TP,DENIM,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,826.0,19251.0
2026,I,MAI,HELIO FUSCO JUNIOR EIRELI,TP,OXFORD,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,1845.0,31295.0
2026,I,MAI,HOLVER - C DE EQUIPAMENTOS LTDA,TP,MOGNO,EPL ESCRITORIO DE NEGOCIOS LTDA,MAGDA,4.0,107.0
2026,I,MAI,HOMEM.COM LTDA,TF,BIS,LP TEXTIL LTDA,MAGDA,55.0,1645.0
2026,I,MAI,HOMEM.COM LTDA,TF,OXFORD,LP TEXTIL LTDA,MAGDA,4.0,99.0
2026,I,MAI,HOMEM.COM LTDA,TF,SKIN,LP TEXTIL LTDA,MAGDA,81.0,2584.0
2026,I,MAI,HOMEM.COM LTDA,TP,BIS,LP TEXTIL LTDA,MAGDA,18.0,508.0
2026,I,MAI,HOMEM.COM LTDA,TP,MAQ. 60,LP TEXTIL LTDA,MAGDA,34.0,1160.0
2026,I,MAI,HUGO CESAR ALIZ COM VAR DE ART DO VESTUÁRIO LTDA,TF,BROMELIA,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,250.0,6843.0
2026,I,MAI,HUGO DELEON CONFECCOES LTDA,TP,MOOD PLUS,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,145.0,5087.0
2026,I,MAI,HUNT LAND,TED,MOGNO,LP TEXTIL LTDA,MAGDA,3.0,89.0
2026,I,MAI,IGARATINGA TECIDOS LTDA EPP,TED,BOLT,FELIPPE TRINDADE REPRES. LTDA,MAGDA,21307.0,323757.0
2026,I,MAI,IGARATINGA TECIDOS LTDA EPP,TF,RENA,FELIPPE TRINDADE REPRES. LTDA,MAGDA,1838.0,32297.0
2026,I,MAI,IGARATINGA TECIDOS LTDA EPP,TF,VICHY,FELIPPE TRINDADE REPRES. LTDA,MAGDA,16461.0,250762.0
2026,I,MAI,IND E COM DE BORDADOS POLIS LTDA EPP,TED,RIVIERA,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,119.0,3914.0
2026,I,MAI,IND E COM DE CONFEC DI MIRMAY LTDA,TED,SILKY,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,200.0,4440.0
2026,I,MAI,IND E COM DE CONFECCOES JHS LTDA,TP,BOLT,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,316.0,4393.0
2026,I,MAI,IND IRMAOS J JAIME,TED,BIARRITZ,LP REPRESENTAÇÕES EIRELI,MAGDA,6.0,148.0
2026,I,MAI,IND IRMAOS J JAIME,TF,CACAU,LP REPRESENTAÇÕES EIRELI,MAGDA,50.0,1135.0
2026,I,MAI,IND IRMAOS J JAIME,TF,CUMARU,LP REPRESENTAÇÕES EIRELI,MAGDA,86.0,2164.0
2026,I,MAI,IND IRMAOS J JAIME,TF,LUHI,LP REPRESENTAÇÕES EIRELI,MAGDA,50.0,1420.0
2026,I,MAI,IND IRMAOS J JAIME,TF,VALENCE,LP REPRESENTAÇÕES EIRELI,MAGDA,50.0,1135.0
2026,I,MAI,IND IRMAOS J JAIME,TP,BIARRITZ,LP REPRESENTAÇÕES EIRELI,MAGDA,175.0,2640.0
2026,I,MAI,IND. COM. VEST. ESPINOSA LTDA.,TF,FIL A FIL,SOUTO REPRES. LTDA,MAGDA,608.0,16687.0
2026,I,MAI,IND. E COM. DE CONFEC. PENAFORTE LTD,TF,MAQ. 40,GALERIA TEXTIL LTDA,MAGDA,103.0,2483.0
2026,I,MAI,IND. E COM. DE CONFEC. PENAFORTE LTD,TF,NEVOA,GALERIA TEXTIL LTDA,MAGDA,274.0,5692.0
2026,I,MAI,IND. E COM. DE CONFEC. PENAFORTE LTD,TP,MAQ. 40,GALERIA TEXTIL LTDA,MAGDA,100.0,2404.0
2026,I,MAI,INDIANA RANCH COM IMP E EXP LTDA EPP,TP,GALLES,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,1575.0,28884.0
2026,I,MAI,INDIANA RANCH COM IMP E EXP LTDA EPP,TP,MOZART,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,1293.0,30029.0
2026,I,MAI,INDIVIDUO LTDA,TF,BIARRITZ,GALERIA TEXTIL LTDA,MAGDA,8.0,176.0
2026,I,MAI,INDIVIDUO LTDA,TP,BIARRITZ,GALERIA TEXTIL LTDA,MAGDA,1815.0,25568.0
2026,I,MAI,INDIVIDUO LTDA,TP,OXFORD,GALERIA TEXTIL LTDA,MAGDA,4.0,81.0
2026,I,MAI,INDUSTRIA E COMERCIO DO VESTUARIO 'CONOTTE' LTDA,TP,OXFORD,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,304.0,6177.0
2026,I,MAI,INFINITA STORE,TF,ANA RUGA STRETCH,M MIZI REPRESENTACOES LTDA,FABIANA FERNANDES,96.0,3155.0
2026,I,MAI,INTERGRIFFES VL ROMANA,TF,RAVEL,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,150.0,4458.0
2026,I,MAI,INTERGRIFFES VL ROMANA,TF,SKIN,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,600.0,15802.0
2026,I,MAI,INTERGRIFFES VL ROMANA,TP,DOURO STRETCH,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,627.0,23215.0
2026,I,MAI,INTERGRIFFES VL ROMANA,TP,MOOD PLUS,CM PIMENTEL REPRESENTAÇÕES LTDA,FABIANA FERNANDES,289.0,9065.0
2026,I,MAI,IPS MOVEIS E CONFECCOES LTDA,TP,RUTH,SOUTO REPRES. LTDA,MAGDA,50.0,1326.0
2026,I,MAI,IPS MOVEIS E CONFECCOES LTDA,TP,SILKY,SOUTO REPRES. LTDA,MAGDA,50.0,971.0
2026,I,MAI,IR MULTI CONFECCOES EIRELI,TP,GALLES,FELIPPE TRINDADE REPRES. LTDA,MAGDA,1447.0,29493.0
2026,I,MAI,IT TP INDUSTRIA E COM DE CONF,TP,VOILE DIET,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,4356.0,113973.0
2026,I,MAI,ITA DISTRIBUIDORA DE MALHAS E TECIDOS,TP,BENEDITA,ESC. CATAGUASES - DIVERSOS,FABIANA FERNANDES,20990.0,309303.0
2026,I,MAI,IUPPIE KDS,TF,CUMARU,NICCHIO REPRESENTACOES E SERVICOS S/C LTDA,MAGDA,24.0,702.0
2026,I,MAI,IVVA IND DO VEST LTDA,TF,TAOS,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,295.0,6530.0
2026,I,MAI,J ARY TECIDOS LTDA,TF,VICHY,PERDIGÃO COM.E REPRES.DE PROD.TÊXTEIS LTDA,MAGDA,80.0,1150.0
2026,I,MAI,J ARY TECIDOS LTDA,TP,LINEN,PERDIGÃO COM.E REPRES.DE PROD.TÊXTEIS LTDA,MAGDA,147.0,9048.0
2026,I,MAI,J ARY TECIDOS LTDA,TP,SILKY,PERDIGÃO COM.E REPRES.DE PROD.TÊXTEIS LTDA,MAGDA,19459.0,234652.0
2026,I,MAI,J ARY TECIDOS LTDA,TP,VOILE DIET,PERDIGÃO COM.E REPRES.DE PROD.TÊXTEIS LTDA,MAGDA,995.0,20789.0
2026,I,MAI,J CARVALHO TECIDOS CONFECCOES EIRELI,TF,VICHY,SOUTO REPRES. LTDA,MAGDA,262.0,5911.0
2026,I,MAI,J CARVALHO TECIDOS CONFECCOES EIRELI,TP,RUTH,SOUTO REPRES. LTDA,MAGDA,50.0,1416.0
2026,I,MAI,J LUIZ COELHO ME,TF,BIARRITZ,FELIPPE TRINDADE REPRES. LTDA,MAGDA,891.0,12884.0
2026,I,MAI,J.C.E.S,TP,GLOW STRETCH,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,465.0,12213.0
2026,I,MAI,J.C.E.S,TP,LEVON,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,40.0,1896.0
2026,I,MAI,J.C.E.S,TP,LIRA,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,70.0,2075.0
2026,I,MAI,J.C.E.S,TP,LUHI,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,10.0,280.0
2026,I,MAI,J.C.E.S,TP,MOOD PLUS,A. C. O. RIO PRETO REPRESENTACOES COMERCIAIS,MAGDA,70.0,2261.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,BIS,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,158.0,4339.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,FIL A FIL,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,206.0,5030.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,MAQ. 40,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,266.0,7388.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,MAQ. 60,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,50.0,1699.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,MOZART STRETCH,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,156.0,5151.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,RUTH,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,110.0,3326.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TF,SKIN,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,48.0,1404.0
2026,I,MAI,JAELSON CARLOS DA SILVA,TP,LINEN,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,154.0,11912.0
2026,I,MAI,JCK CONFECCOES EIRELI,TF,BIARRITZ,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,27.0,321.0
2026,I,MAI,JCK CONFECCOES EIRELI,TF,GALLES STRETCH,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,53.0,632.0
2026,I,MAI,JCK CONFECCOES EIRELI,TF,MOZART,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,33.0,393.0
2026,I,MAI,JCK CONFECCOES EIRELI,TF,OXFORD,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,77.0,1755.0
2026,I,MAI,JCK CONFECCOES EIRELI,TP,FIORINO JOB,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,55.0,1241.0
2026,I,MAI,JCK CONFECCOES EIRELI,TP,OXFORD,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,27.0,566.0
2026,I,MAI,JEITO DE CRIANÇA COMERCIO E CONFECÇÕES LTDA.,TF,VICHY,ANMATEX REPRESENTAÇÕES COMERCIAIS LTDA,FABIANA FERNANDES,50.0,995.0
2026,I,MAI,JF SIQUEIRA CAMISARIA ME,TF,BIS,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,78.0,2170.0
2026,I,MAI,JF SIQUEIRA CAMISARIA ME,TF,MAQ. 40,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,117.0,3240.0
2026,I,MAI,JF SIQUEIRA CAMISARIA ME,TF,SKIN,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,320.0,9488.0
2026,I,MAI,JF SIQUEIRA CAMISARIA ME,TP,GALLES,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,30.0,722.0
2026,I,MAI,JF SIQUEIRA CAMISARIA ME,TP,RUTH,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,538.0,15182.0
2026,I,MAI,JF SIQUEIRA CAMISARIA ME,TP,SKIN,GISLEINE BORGES KEY ACCOUNT,FABIANA FERNANDES,115.0,3304.0
2026,I,MAI,JLM TECIDOS LTDA,TF,VICHY,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,2115.0,40719.0
2026,I,MAI,JOÃO KENNEDY DOS SANTOS CRISPIM,TED,LINEN,MC REPRESENTACAO TEXTIL LTDA,MAGDA,450.0,32511.0
2026,I,MAI,JOÃO KENNEDY DOS SANTOS CRISPIM,TP,PIQUET,LOJA - MARILIA CARNEIRO RODRIGUES RAMOS,CAROL SOUTO,180.0,4892.0
2026,I,MAI,JOÃO KENNEDY DOS SANTOS CRISPIM,TP,RUTH,LOJA - MARILIA CARNEIRO RODRIGUES RAMOS,CAROL SOUTO,100.0,2548.0
2026,I,MAI,JOSE CELESTE AUN,TP,BOLT,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,61.0,748.0
2026,I,MAI,JOSE RAIMUNDO DE MENEZES,TP,DOURO STRETCH,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,2.0,75.0
2026,I,MAI,JOSE RAIMUNDO DE MENEZES,TP,LINEN,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,402.0,30771.0
2026,I,MAI,JOVEDI CONFECÇOES,TP,CUMARU,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,3928.0,74253.0
2026,I,MAI,JOVEDI CONFECÇOES,TP,OXFORD,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,6208.0,125221.0
2026,I,MAI,JULIA GOLLDENZON,TF,MOZART STRETCH,NSL INTERMEDIAÇÃO COMERCIAL SERVIÇOS LTDA ME,FABIANA FERNANDES,100.0,3490.0
2026,I,MAI,JURRO IND E COM DE CONFECCOES LTDA,TP,BIARRITZ,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,305.0,4540.0
2026,I,MAI,JUSTI E CIA LTDA,TF,BIS,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,61.0,1631.0
2026,I,MAI,JUSTI E CIA LTDA,TF,CUMARU,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,50.0,1391.0
2026,I,MAI,JUSTI E CIA LTDA,TF,DONATO,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,42.0,1202.0
2026,I,MAI,JUSTI E CIA LTDA,TF,OXFORD,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,66.0,1535.0
2026,I,MAI,JUSTI E CIA LTDA,TP,DONATO,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,10.0,267.0
2026,I,MAI,KADU TEXAS,TF,GALLES,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,154.0,3529.0
2026,I,MAI,KADU TEXAS,TF,GALLES STRETCH,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,608.0,15480.0
2026,I,MAI,KADU TEXAS,TF,MOZART,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,30.0,790.0
2026,I,MAI,KADU TEXAS,TF,VICHY,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,714.0,12772.0
2026,I,MAI,KAESSE,TF,VICHY,FAGUNDES MOREIRA REPRESENTAÇÕES LTDA,FABIANA FERNANDES,12.0,239.0
2026,I,MAI,KAFKA,TP,BOLT,PINGUIM REPRESENTACOES COMERCIAIS LTDA - ME,MAGDA,1294.0,16087.0
2026,I,MAI,KAIANI MALHAS LTDA,TED,BIARRITZ,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,312.0,7150.0
2026,I,MAI,KAIANI MALHAS LTDA,TF,ANA RUGA,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,250.0,5878.0
2026,I,MAI,KAIANI MALHAS LTDA,TF,BIARRITZ,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,413.0,8874.0
2026,I,MAI,KAIANI MALHAS LTDA,TF,GIRON,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,211.0,4558.0
2026,I,MAI,KAIANI MALHAS LTDA,TP,BIARRITZ,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,611.0,10205.0
2026,I,MAI,KALUFF IND DE CONFECCOES LTDA EPP,TP,BIARRITZ,FELIPPE TRINDADE REPRES. LTDA,MAGDA,30.0,459.0
2026,I,MAI,KATA ARTES,TED,BOLT,ANMATEX REPRESENTAÇÕES COMERCIAIS LTDA,FABIANA FERNANDES,609.0,10292.0
2026,I,MAI,KATSU CONFECCOES LTDA,TF,FIL A FIL,EPL ESCRITORIO DE NEGOCIOS LTDA,MAGDA,4.0,100.0
2026,I,MAI,KATSU CONFECCOES LTDA,TP,GALLES,EPL ESCRITORIO DE NEGOCIOS LTDA,MAGDA,67.0,1500.0
2026,I,MAI,KD IND E COMERCIO DE CONFEC LTDA,TF,MAQ. 40,SOUTO REPRES. LTDA,MAGDA,207.0,5269.0
2026,I,MAI,KD IND E COMERCIO DE CONFEC LTDA,TP,MAQ. 40,SOUTO REPRES. LTDA,MAGDA,50.0,1188.0
2026,I,MAI,K-ELLA TEXTIL,TER,BOLT,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,543.0,6047.0
2026,I,MAI,K-ELLA TEXTIL,TED,BOLT,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,186.0,3145.0
2026,I,MAI,K-ELLA TEXTIL,TF,VICHY,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,1004.0,17463.0
2026,I,MAI,KHELF MODAS LTDA,TF,TRENTINO,AMANDA ALVES KEY ACCOUNT,FABIANA FERNANDES,710.0,8441.0
2026,I,MAI,KI BABY INDUSTRIA E COMERCIO DE ROUPA INFANTIL LTDA,TP,RUTH,MJ LIMA REPRESENTACOES LTDA,MAGDA,100.0,2780.0
2026,I,MAI,KIKA BABY / KIKARINHO,TF,BIARRITZ,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,100.0,1651.0
2026,I,MAI,KIKA BABY / KIKARINHO,TF,OXFORD,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,104.0,1956.0
2026,I,MAI,KIKA BABY / KIKARINHO,TF,VALENCE,LV TEXTIL REPRESENTAÇÕES E COMERCIO LTDA,MAGDA,100.0,1950.0
2026,I,MAI,KING&JOE,TF,BIARRITZ,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,94.0,2274.0
2026,I,MAI,KING&JOE,TF,OXFORD,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,50.0,1146.0
2026,I,MAI,KING&JOE,TF,TAOS,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,53.0,1241.0
2026,I,MAI,KING&JOE,TP,BIARRITZ,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,1789.0,30227.0
2026,I,MAI,KING&JOE,TP,DOURO STRETCH,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,6.0,211.0
2026,I,MAI,KLY CONFECÇOES,TF,BIARRITZ,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,152.0,3509.0
2026,I,MAI,KLY CONFECÇOES,TF,CACAU,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,350.0,8399.0
2026,I,MAI,KLY CONFECÇOES,TF,CUMARU,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,250.0,6629.0
2026,I,MAI,KLY CONFECÇOES,TF,FIL A FIL,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,2.0,46.0
2026,I,MAI,KLY CONFECÇOES,TF,GALLES,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,150.0,3425.0
2026,I,MAI,KLY CONFECÇOES,TF,JACARTA,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,25.0,711.0
2026,I,MAI,KLY CONFECÇOES,TF,LEVON,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,2.0,69.0
2026,I,MAI,KLY CONFECÇOES,TF,NARA,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,2.0,50.0
2026,I,MAI,KLY CONFECÇOES,TF,OXFORDINE,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,2.0,49.0
2026,I,MAI,KLY CONFECÇOES,TF,SKIN,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,8.0,220.0
2026,I,MAI,KLY CONFECÇOES,TF,TAOS,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,2.0,46.0
2026,I,MAI,KLY CONFECÇOES,TF,VALENCE,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,200.0,4779.0
2026,I,MAI,KLY CONFECÇOES,TF,VARSOVIA,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,2.0,49.0
2026,I,MAI,KLY CONFECÇOES,TP,CACAU STRETCH,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,50.0,1361.0
2026,I,MAI,KLY CONFECÇOES,TP,DOURO STRETCH,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,4.0,138.0
2026,I,MAI,KLY CONFECÇOES,TP,GALLES STRETCH,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,1.0,25.0
2026,I,MAI,KONYK,TED,LUHI,NICCHIO REPRESENTACOES E SERVICOS S/C LTDA,MAGDA,298.0,9379.0
2026,I,MAI,KOXIXO COM DE TECIDOS E CORTINAS LTDA,TF,VICHY,CATAUÁ SERVIÇOS DE APOIO ADMINISTRATIVO,FABIANA FERNANDES,437.0,8905.0
2026,I,MAI,KRINDGES INDUSTRIAL LTDA,TF,BIARRITZ,MJ LIMA REPRESENTACOES LTDA,MAGDA,146.0,2484.0
2026,I,MAI,KRINDGES INDUSTRIAL LTDA,TF,OXFORD,MJ LIMA REPRESENTACOES LTDA,MAGDA,342.0,6604.0
2026,I,MAI,KRINDGES INDUSTRIAL LTDA,TF,OXFORDINE,MJ LIMA REPRESENTACOES LTDA,MAGDA,162.0,3552.0
2026,I,MAI,KRINDGES INDUSTRIAL LTDA,TP,OXFORD,MJ LIMA REPRESENTACOES LTDA,MAGDA,548.0,9800.0
2026,I,MAI,KRINDGES INDUSTRIAL LTDA,TP,OXFORDINE,MJ LIMA REPRESENTACOES LTDA,MAGDA,150.0,3293.0
2026,I,MAI,K-UNI CONFECÇÕES,TP,MAQ. 50,ALOISIO REUS ALVARENGA REPRESENTAÇÃO COMERCIA,FABIANA FERNANDES,10.0,309.0
2026,I,MAI,KZK INDUSTRIA E COMERCIO DE ROUPAS L,TF,CAPRI,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,304.0,5443.0
2026,I,MAI,L C ALVES TECIDOS LTDA.,TP,PIQUET,SOUTO REPRES. LTDA,MAGDA,63.0,1726.0
2026,I,MAI,L C ALVES TECIDOS LTDA.,TP,RUTH,SOUTO REPRES. LTDA,MAGDA,34.0,806.0
2026,I,MAI,L P TEXTIL,TP,OXFORD,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,8.0,155.0
2026,I,MAI,L VIRGINIO,TP,SILKY,MC REPRESENTACAO TEXTIL LTDA,MAGDA,123.0,1625.0
2026,I,MAI,L. DE O. SILVA COMERCIO DE ROUPAS - ME,TP,GALLES STRETCH,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,140.0,3735.0
2026,I,MAI,L. DE O. SILVA COMERCIO DE ROUPAS - ME,TP,OXFORDINE,H.G.S. REPRESENTAÇÕES LTDA,MAGDA,155.0,3698.0
2026,I,MAI,LA BELLA INFÂNCIA,TF,VICHY,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,40.0,759.0
2026,I,MAI,LA BELLA INFÂNCIA,TP,RUTH,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,57.0,1382.0
2026,I,MAI,LA MODA,TF,CACAU,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,450.0,11016.0
2026,I,MAI,LA MODA,TF,LUHI,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,493.0,15218.0
2026,I,MAI,LA MODA,TP,GALLES,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,200.0,3780.0
2026,I,MAI,LA MODA,TP,GALLES STRETCH,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,301.0,6891.0
2026,I,MAI,LA MODA,TP,LUHI,JWL REPRESENTACOES COMERCIAIS LTDA,FABIANA FERNANDES,745.0,21887.0
2026,I,MAI,LA SERENA CONF. LTDA - ME,TF,OXFORD,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,495.0,11555.0
2026,I,MAI,LA SERENA CONF. LTDA - ME,TP,OXFORD,BECA REPRESENTAÇÕES COMERCIAIS LTDA,MAGDA,304.0,6905.0
2026,I,MAI,LAÇO BULLS,TP,GALLES,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,25.0,471.0
2026,I,MAI,LAÇO BULLS,TP,OXFORD,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,60.0,1074.0
2026,I,MAI,LAÇO JEANS,TP,RUTH,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,2.0,49.0
2026,I,MAI,LAÇO JEANS,TP,SILKY,SJ TOMASELLI REPRESENTACOES LTDA,MAGDA,100.0,1410.0
2026,I,MAI,LAGOA MUNDAU IND E C. A. DE R.LTDA,TP,RIVIERA,FELIPPE TRINDADE REPRES. LTDA,MAGDA,564.0,15984.0
2026,I,MAI,LARROUDE COM E EXP DE CALÇADOS LTDA,TED,GALLES,REPRES.CLOMAR LTDA,MAGDA,185.0,5220.0
2026,I,MAI,LARROUDE COM E EXP DE CALÇADOS LTDA,TF,VICHY,REPRES.CLOMAR LTDA,MAGDA,15.0,343.0
